name,brand,barcode,category,subcategory,calories,protein,carbs,fat,saturated_fat,fiber,sugar,sodium,serving_size_g,serving_description,ingredients,allergens,is_per_unit,is_verified,portions
Cheeseburger,Five Guys,,Fast Food,Burgers,840,47,40,55,26,2,9,1050,303,1 burger,"Fresh Ground Beef: 100% British Beef, hand-formed into patties. Cooked to order.

American Cheese: Cows' MILK, Milk Fat, Salt, Emulsifiers, Colours (Annatto).

Sesame Seed Bun: WHEAT Flour, Water, Sugar, SESAME Seeds, Yeast, Vegetable Oil, Salt.

Toppings (customisable): Lettuce, Pickles, Tomatoes, Grilled Onions, Grilled Mushrooms, Raw Onions, Jalapeño Peppers, Green Peppers, Ketchup, Mustard, Mayonnaise, Relish, A.1. Steak Sauce, BBQ Sauce, Hot Sauce.","Wheat, Milk, Sesame, Eggs (mayo), Mustard",true,true,
Bacon Cheeseburger,Five Guys,,Fast Food,Burgers,920,51,40,62,29,2,9,1310,337,1 burger,"Beef patties (2), smoked bacon, American cheese (2), sesame seed bun, lettuce, tomato","Wheat, Milk, Sesame, Egg",true,true,
Little Hamburger,Five Guys,,Fast Food,Burgers,480,23,39,26,11,2,8,380,167,1 burger,"Beef patty, sesame seed bun, lettuce, tomato, onion, pickles","Wheat, Sesame",true,true,
Little Cheeseburger,Five Guys,,Fast Food,Burgers,550,27,40,32,15,2,9,690,197,1 burger,"Beef patty, American cheese, sesame seed bun, lettuce, tomato, onion","Wheat, Milk, Sesame",true,true,
Little Bacon Burger,Five Guys,,Fast Food,Burgers,560,27,39,33,14,2,8,640,201,1 burger,"Beef patty, smoked bacon strips, sesame seed bun, lettuce, tomato","Wheat, Sesame",true,true,
Hot Dog,Five Guys,,Fast Food,Hot Dogs,545,18,41,35,15,2,8,1130,167,1 hot dog,"Beef hot dog, split-top bun, ketchup, mustard",Wheat,true,true,
Bacon Dog,Five Guys,,Fast Food,Hot Dogs,625,22,41,42,18,2,8,1390,201,1 hot dog,"Beef hot dog, smoked bacon strips, split-top bun, ketchup, mustard",Wheat,true,true,
Cheese Dog,Five Guys,,Fast Food,Hot Dogs,615,22,42,41,19,2,9,1440,197,1 hot dog,"Beef hot dog, American cheese, split-top bun","Wheat, Milk",true,true,
Regular Fries,Five Guys,,Fast Food,Sides,526,7,72,23,4,7,2,531,227,1 regular portion,"Potatoes, peanut oil, salt",Peanuts,true,true,
Large Fries,Five Guys,,Fast Food,Sides,953,13,131,41,7,12,4,962,411,1 large portion,"Potatoes, peanut oil, salt",Peanuts,true,true,
Cajun Fries Regular,Five Guys,,Fast Food,Sides,526,7,72,23,4,7,2,748,227,1 regular portion,"Potatoes, peanut oil, Cajun seasoning (paprika, garlic, onion, cayenne)",Peanuts,true,true,
Chicken Katsu Curry,Wagamama,,Fast Food,Asian,1078,46,124,42,8,6,18,1420,650,1 portion,"Panko-breaded chicken breast, Japanese curry sauce, sticky rice, pickled ginger, salad","Wheat, Milk, Egg, Soya",true,true,
Chicken Ramen,Wagamama,,Fast Food,Asian,562,35,62,18,3,5,8,2180,580,1 bowl,"Ramen noodles, chicken gyoza, grilled chicken, pak choi, spring onions, chicken broth, menma","Wheat, Egg, Soya",true,true,
Firecracker Chicken,Wagamama,,Fast Food,Asian,876,42,98,32,5,6,24,1680,480,1 portion,"Grilled chicken, rice noodles, mangetout, red peppers, spicy firecracker sauce, chillies","Wheat, Soya, Fish",true,true,
Pad Thai,Wagamama,,Fast Food,Asian,748,28,86,32,6,5,22,1520,520,1 portion,"Rice noodles, prawns, chicken, beansprouts, egg, peanuts, tamarind sauce, lime","Peanuts, Shellfish, Egg, Fish, Soya",true,true,
Yasai Gyoza,Wagamama,,Fast Food,Asian,289,8,38,12,2,3,6,680,180,6 pieces,"Wheat dumpling wrappers, cabbage, carrots, spring onions, ginger, gyoza sauce","Wheat, Soya, Sesame",true,true,
Chicken Gyoza,Wagamama,,Fast Food,Asian,318,14,36,13,3,2,5,720,190,6 pieces,"Wheat dumpling wrappers, minced chicken, cabbage, ginger, garlic, gyoza sauce","Wheat, Soya, Sesame",true,true,
Teriyaki Chicken Donburi,Wagamama,,Fast Food,Asian,724,38,94,18,3,4,28,1340,480,1 bowl,"Grilled chicken thigh, sticky rice, teriyaki sauce, spring onions, pickled ginger, sesame seeds","Wheat, Soya, Sesame",true,true,
Yaki Udon,Wagamama,,Fast Food,Asian,648,22,88,22,4,5,14,1580,450,1 portion,"Thick udon noodles, prawns, chicken, egg, beansprouts, cabbage, yaki soba sauce","Wheat, Shellfish, Egg, Soya",true,true,
Chilli Squid,Wagamama,,Fast Food,Asian,312,16,28,14,2,2,6,780,165,1 portion,"Fried squid, shichimi chilli flakes, coriander, spring onions, chilli mayo","Molluscs, Wheat, Egg",true,true,
Edamame,Wagamama,,Fast Food,Asian,142,12,8,6,1,5,2,420,120,1 portion,"Steamed edamame beans, sea salt",Soya,true,true,
Chicken Aioli Box,Leon,,Fast Food,Healthy,486,32,42,20,3,6,8,680,350,1 box,"Grilled chicken thigh, brown rice, aioli, red cabbage slaw, heritage tomatoes, parsley",Egg,true,true,
Meatballs Box,Leon,,Fast Food,Healthy,534,28,48,24,6,5,10,780,380,1 box,"Beef meatballs, brown rice, rich tomato sauce, parmesan, parsley","Wheat, Milk, Egg",true,true,
Falafel Box,Leon,,Fast Food,Healthy,412,14,52,16,2,10,8,620,340,1 box,"Baked falafel, brown rice, hummus, heritage tomatoes, red cabbage slaw",Sesame,true,true,
Moroccan Meatballs,Leon,,Fast Food,Healthy,498,26,46,22,7,6,12,720,370,1 box,"Lamb meatballs, giant couscous, apricots, almonds, Moroccan spiced tomato sauce, yoghurt","Wheat, Milk, Tree Nuts",true,true,
Chicken Satay Box,Leon,,Fast Food,Healthy,524,34,44,22,4,5,10,740,360,1 box,"Grilled chicken, brown rice, satay peanut sauce, cucumber, red onion, coriander",Peanuts,true,true,
Supergreen Salad,Leon,,Fast Food,Salads,312,8,28,18,3,8,6,480,280,1 salad,"Kale, spinach, broccoli, edamame, avocado, seeds, lemon tahini dressing","Soya, Sesame",true,true,
Love Burger,Leon,,Fast Food,Burgers,478,12,52,24,4,6,8,680,260,1 burger,"Plant-based patty (mushroom, beetroot), brioche bun, aioli, lettuce, tomato","Wheat, Egg",true,true,
Waffle Fries,Leon,,Fast Food,Sides,286,4,38,14,1,4,1,320,150,1 portion,"Potatoes, sunflower oil, sea salt",,true,true,
Chicken Katsu Rice Bowl,Itsu,,Fast Food,Asian,578,32,72,18,3,4,12,980,420,1 bowl,"Panko chicken, white rice, katsu curry sauce, pickled vegetables, sesame seeds","Wheat, Soya, Sesame",true,true,
Teriyaki Salmon Rice Bowl,Itsu,,Fast Food,Asian,486,28,58,14,2,3,14,1120,380,1 bowl,"Grilled salmon, white rice, teriyaki glaze, edamame, pickled ginger","Fish, Soya, Sesame",true,true,
Veggie Dragon Roll,Itsu,,Fast Food,Sushi,312,8,58,6,1,4,8,680,220,8 pieces,"Sushi rice, nori, avocado, cucumber, carrot, teriyaki sauce, sesame seeds","Soya, Sesame",true,true,
Salmon & Avocado Sushi,Itsu,,Fast Food,Sushi,378,18,52,10,2,3,6,720,235,8 pieces,"Sushi rice, Scottish salmon, avocado, nori, wasabi, pickled ginger, soy sauce","Fish, Soya, Sesame",true,true,
Chicken Gyoza,Itsu,,Fast Food,Asian,245,12,28,10,2,2,4,580,140,5 pieces,"Wheat wrappers, minced chicken, cabbage, ginger, garlic, dipping sauce","Wheat, Soya",true,true,
Miso Soup,Itsu,,Fast Food,Soups,48,4,4,2,0,1,2,720,250,1 bowl,"Dashi stock, white miso paste, tofu, wakame seaweed, spring onions","Soya, Fish",true,true,
Edamame & Greens,Itsu,,Fast Food,Sides,186,14,12,8,1,6,3,380,160,1 portion,"Edamame beans, tenderstem broccoli, sesame oil, sea salt","Soya, Sesame",true,true,
Prawn Gyoza,Itsu,,Fast Food,Asian,232,10,28,9,2,2,4,620,140,5 pieces,"Wheat wrappers, prawns, cabbage, water chestnuts, ginger, dipping sauce","Wheat, Shellfish, Soya",true,true,
Classic Beef Burger,Wetherspoons,,Fast Food,Pub Food,762,38,52,44,18,4,8,1180,380,1 meal,"6oz beef burger, brioche bun, lettuce, tomato, red onion, gherkin, burger sauce, chips","Wheat, Milk, Egg",true,true,
Mixed Grill,Wetherspoons,,Fast Food,Pub Food,1124,72,48,68,24,6,6,1850,580,1 meal,"Gammon steak, rump steak, pork sausages, fried egg, grilled tomato, mushrooms, chips, peas","Wheat, Egg, Milk",true,true,
Fish and Chips,Wetherspoons,,Fast Food,Pub Food,892,42,86,42,6,6,4,1240,520,1 meal,"Beer-battered cod, chips, mushy peas, tartare sauce, lemon wedge","Wheat, Fish, Egg, Milk",true,true,
Scampi and Chips,Wetherspoons,,Fast Food,Pub Food,724,26,72,36,4,5,3,980,420,1 meal,"Breaded wholetail scampi, chips, mushy peas, tartare sauce, lemon","Wheat, Shellfish, Egg, Milk",true,true,
Chicken Tikka Masala,Wetherspoons,,Fast Food,Pub Food,678,38,72,24,8,4,12,1120,480,1 meal,"Chicken breast pieces, tikka masala sauce, basmati rice, naan bread","Milk, Wheat",true,true,
Steak & Ale Pie,Wetherspoons,,Fast Food,Pub Food,786,32,64,44,18,5,6,1340,460,1 meal,"Beef steak, ale gravy, puff pastry, mashed potato, peas, gravy","Wheat, Milk, Egg",true,true,
All-Day Breakfast,Wetherspoons,,Fast Food,Pub Food,986,48,62,58,18,8,8,2120,540,1 meal,"Bacon, sausages, fried eggs, hash browns, baked beans, mushrooms, tomato, toast","Wheat, Egg, Milk",true,true,
Chicken Club Sandwich,Wetherspoons,,Fast Food,Pub Food,712,42,54,36,10,4,6,1280,420,1 meal,"Grilled chicken breast, smoked bacon, lettuce, tomato, mayo, toasted bread, chips","Wheat, Egg",true,true,
Lasagne,Wetherspoons,,Fast Food,Pub Food,824,38,68,42,18,5,12,1420,480,1 meal,"Beef mince, pasta sheets, bechamel sauce, cheddar, garlic bread, salad","Wheat, Milk, Egg",true,true,
Gammon Steak & Eggs,Wetherspoons,,Fast Food,Pub Food,742,52,48,38,12,4,4,1680,440,1 meal,"Gammon steak, fried eggs (2), chips, peas, pineapple ring",Egg,true,true,
Chicken Burrito,Chipotle,,Fast Food,Mexican,1065,58,102,40,14,12,8,2120,520,1 burrito,"Flour tortilla, cilantro-lime rice, black beans, chicken, salsa, cheese, sour cream, lettuce","Wheat, Milk",true,true,
Steak Burrito,Chipotle,,Fast Food,Mexican,1150,62,100,48,18,12,8,2240,540,1 burrito,"Flour tortilla, cilantro-lime rice, black beans, steak, salsa, cheese, sour cream, guacamole","Wheat, Milk",true,true,
Barbacoa Bowl,Chipotle,,Fast Food,Mexican,665,42,58,28,10,10,6,1480,420,1 bowl,"Cilantro-lime rice, pinto beans, shredded barbacoa beef, salsa, cheese, sour cream, lettuce",Milk,true,true,
Chicken Bowl,Chipotle,,Fast Food,Mexican,625,48,52,22,8,8,5,1320,400,1 bowl,"Cilantro-lime rice, black beans, grilled chicken, pico de gallo, cheese, lettuce",Milk,true,true,
Veggie Burrito,Chipotle,,Fast Food,Mexican,845,28,98,36,12,14,8,1640,480,1 burrito,"Flour tortilla, cilantro-lime rice, black beans, fajita veg, guacamole, salsa, cheese, sour cream","Wheat, Milk",true,true,
Chicken Tacos (3),Chipotle,,Fast Food,Mexican,525,38,42,22,8,6,4,980,280,3 tacos,"Soft corn tortillas, grilled chicken, salsa, cheese, lettuce",Milk,true,true,
Chips & Guacamole,Chipotle,,Fast Food,Mexican,770,8,64,54,8,12,2,660,200,1 portion,"Corn tortilla chips, guacamole (avocado, lime, cilantro, red onion, jalapeno)",,true,true,
Chicken Burrito,Tortilla,,Fast Food,Mexican,785,42,78,32,12,8,6,1420,450,1 burrito,"Flour tortilla, Mexican rice, black beans, grilled chicken, salsa, cheese, sour cream, lettuce","Wheat, Milk",true,true,
Beef Burrito,Tortilla,,Fast Food,Mexican,865,46,76,40,16,8,6,1580,480,1 burrito,"Flour tortilla, Mexican rice, pinto beans, seasoned beef, salsa, cheese, guacamole","Wheat, Milk",true,true,
Naked Burrito Bowl,Tortilla,,Fast Food,Mexican,545,36,48,22,8,10,5,1120,380,1 bowl,"Mexican rice, black beans, grilled chicken, pico de gallo, cheese, lettuce, jalapenos",Milk,true,true,
Quesadilla,Tortilla,,Fast Food,Mexican,624,32,48,34,16,4,4,1240,300,1 quesadilla,"Flour tortilla, grilled chicken, melted cheese, peppers, onions, salsa","Wheat, Milk",true,true,
Nachos,Tortilla,,Fast Food,Mexican,742,28,62,42,16,8,6,1380,400,1 portion,"Tortilla chips, seasoned beef, black beans, cheese sauce, salsa, guacamole, sour cream, jalapenos","Wheat, Milk",true,true,
Honest Burger,Honest Burgers,,Fast Food,Burgers,624,34,42,36,14,3,8,920,280,1 burger,"British beef patty, brioche bun, smoked bacon, cheddar, pickles, honest sauce, red onion relish","Wheat, Milk, Egg",true,true,
Tribute Burger,Honest Burgers,,Fast Food,Burgers,712,38,44,42,18,3,9,1080,320,1 burger,"British beef patty, brioche bun, American cheese, smoked streaky bacon, burger sauce, pickles, onions","Wheat, Milk, Egg",true,true,
Chicken Burger,Honest Burgers,,Fast Food,Burgers,586,36,48,28,8,4,8,840,290,1 burger,"Free-range chicken thigh, brioche bun, bacon, aioli, lettuce, tomato","Wheat, Milk, Egg",true,true,
Plant Burger,Honest Burgers,,Fast Food,Burgers,548,22,52,28,6,6,10,780,280,1 burger,"Plant-based patty, vegan brioche bun, vegan smoked gouda, pickles, red onion relish, vegan sauce","Wheat, Soya",true,true,
Rosemary Salted Chips,Honest Burgers,,Fast Food,Sides,386,5,48,20,2,5,1,420,200,1 portion,"Potatoes, sunflower oil, fresh rosemary, sea salt",,true,true,
Fritter Burger,Honest Burgers,,Fast Food,Burgers,678,18,68,38,8,6,12,920,310,1 burger,"Halloumi fritter, brioche bun, aubergine, red pepper relish, tahini, rocket","Wheat, Milk, Sesame",true,true,
Classic Burger,GBK,,Fast Food,Burgers,612,32,44,34,14,3,8,880,285,1 burger,"Beef patty, toasted bun, relish, lettuce, tomato, red onion, mayo, mustard","Wheat, Egg, Milk",true,true,
Blue Cheese Burger,GBK,,Fast Food,Burgers,724,38,44,44,20,3,9,1120,320,1 burger,"Beef patty, toasted bun, Stilton cheese, bacon, red onion marmalade, lettuce","Wheat, Milk, Egg",true,true,
Habanero Chicken Burger,GBK,,Fast Food,Burgers,596,36,48,28,8,4,10,920,295,1 burger,"Buttermilk chicken, toasted bun, habanero mayo, pickled jalapenos, slaw","Wheat, Milk, Egg",true,true,
Veggie Burger,GBK,,Fast Food,Burgers,524,18,54,26,6,6,10,780,275,1 burger,"Plant-based patty, toasted bun, vegan cheese, relish, lettuce, tomato, vegan mayo","Wheat, Soya",true,true,
Skinny Fries,GBK,,Fast Food,Sides,312,4,42,14,1,4,1,280,150,1 portion,"Potatoes, vegetable oil, salt",,true,true,
Onion Rings,GBK,,Fast Food,Sides,342,5,38,18,2,3,6,420,140,1 portion,"Onion rings, beer batter, vegetable oil",Wheat,true,true,
Salmon Nigiri (2 pieces),Yo! Sushi,,Fast Food,Sushi,124,8,16,3,1,0,3,280,68,2 pieces,"Sushi rice, Scottish salmon, wasabi",Fish,true,true,
Tuna Nigiri (2 pieces),Yo! Sushi,,Fast Food,Sushi,108,9,16,1,0,0,3,260,66,2 pieces,"Sushi rice, yellowfin tuna, wasabi",Fish,true,true,
California Roll,Yo! Sushi,,Fast Food,Sushi,268,8,42,8,1,3,6,520,180,6 pieces,"Sushi rice, nori, crab stick, avocado, cucumber, mayo, sesame seeds","Fish, Shellfish, Egg, Sesame",true,true,
Chicken Katsu Curry,Yo! Sushi,,Fast Food,Asian,742,32,88,28,6,4,14,1180,480,1 bowl,"Panko-breaded chicken, sticky rice, katsu curry sauce, pickled ginger","Wheat, Milk, Egg, Soya",true,true,
Yasai Roll,Yo! Sushi,,Fast Food,Sushi,186,4,38,2,0,3,5,380,140,6 pieces,"Sushi rice, nori, avocado, cucumber, carrot, pepper, sesame seeds",Sesame,true,true,
Salmon Sashimi,Yo! Sushi,,Fast Food,Sushi,148,18,0,8,2,0,0,180,80,5 pieces,Scottish salmon,Fish,true,true,
Dragon Roll,Yo! Sushi,,Fast Food,Sushi,424,14,54,18,3,4,8,680,240,8 pieces,"Sushi rice, nori, tempura prawn, avocado, eel sauce, sesame seeds","Shellfish, Wheat, Sesame, Soya",true,true,
Edamame,Yo! Sushi,,Fast Food,Sides,138,11,8,6,1,5,2,380,110,1 portion,"Steamed edamame beans, sea salt",Soya,true,true,
Roast Beef Carvery,Toby Carvery,,Fast Food,Carvery,686,42,56,32,12,6,8,980,450,1 plate,"Roast beef, roast potatoes, Yorkshire pudding, seasonal vegetables, gravy","Wheat, Milk, Egg",true,true,
Roast Chicken Carvery,Toby Carvery,,Fast Food,Carvery,624,38,54,28,8,6,8,920,440,1 plate,"Roast chicken, roast potatoes, Yorkshire pudding, stuffing, seasonal vegetables, gravy","Wheat, Milk, Egg",true,true,
Roast Pork Carvery,Toby Carvery,,Fast Food,Carvery,712,36,54,38,14,6,10,1080,460,1 plate,"Roast pork, crackling, apple sauce, roast potatoes, Yorkshire pudding, vegetables, gravy","Wheat, Milk, Egg",true,true,
Roast Turkey Carvery,Toby Carvery,,Fast Food,Carvery,598,42,52,24,8,6,8,880,430,1 plate,"Roast turkey, stuffing, cranberry sauce, roast potatoes, Yorkshire pudding, vegetables, gravy","Wheat, Milk, Egg",true,true,
Gammon Carvery,Toby Carvery,,Fast Food,Carvery,724,44,54,36,12,6,12,1480,470,1 plate,"Gammon, pineapple ring, roast potatoes, Yorkshire pudding, vegetables, gravy","Wheat, Milk, Egg",true,true,
Kids Carvery,Toby Carvery,,Fast Food,Carvery,386,22,34,18,6,4,5,580,280,1 plate,"Choice of meat, roast potatoes, Yorkshire pudding, vegetables, gravy","Wheat, Milk, Egg",true,true,
Jack Daniel's Glazed Burger,TGI Fridays,,Fast Food,American,1124,52,68,68,26,4,24,1680,520,1 meal,"Beef burger, Jack Daniel's glaze, bacon, cheddar, onion rings, brioche bun, seasoned fries","Wheat, Milk, Egg",true,true,
BBQ Baby Back Ribs Full Rack,TGI Fridays,,Fast Food,American,1386,68,72,86,32,4,38,2240,680,1 rack with sides,"Pork ribs, BBQ glaze, coleslaw, seasoned fries, corn on the cob","Wheat, Milk, Egg",true,true,
Cajun Chicken Pasta,TGI Fridays,,Fast Food,American,1086,48,98,52,24,6,12,1920,520,1 portion,"Penne pasta, Cajun chicken, peppers, onions, creamy Cajun sauce, parmesan","Wheat, Milk, Egg",true,true,
Loaded Potato Skins,TGI Fridays,,Fast Food,American,624,22,42,42,18,4,4,1280,320,1 portion,"Potato skins, cheddar cheese, bacon bits, sour cream, chives",Milk,true,true,
Buffalo Wings,TGI Fridays,,Fast Food,American,786,48,24,56,14,2,4,2480,380,10 wings,"Chicken wings, buffalo sauce, celery sticks, blue cheese dip",Milk,true,true,
Caesar Salad with Chicken,TGI Fridays,,Fast Food,American,542,38,24,34,8,4,4,1180,380,1 salad,"Romaine lettuce, grilled chicken, parmesan, croutons, Caesar dressing","Wheat, Milk, Egg, Fish",true,true,
Mixed Grill,Harvester,,Fast Food,Pub Food,1186,78,52,72,26,6,8,1980,620,1 meal,"Rump steak, gammon, pork sausage, chicken breast, fried egg, onion rings, chips, peas, grilled tomato","Wheat, Egg, Milk",true,true,
Grilled Chicken Breast,Harvester,,Fast Food,Pub Food,586,52,42,22,6,5,6,780,420,1 meal,"Grilled chicken breast, chips, peas, salad bar",,true,true,
BBQ Chicken Stack,Harvester,,Fast Food,Pub Food,824,58,56,42,16,5,18,1420,520,1 meal,"Grilled chicken, BBQ sauce, bacon, cheese, onion rings, chips, coleslaw","Wheat, Milk",true,true,
Fish and Chips,Harvester,,Fast Food,Pub Food,912,44,88,44,6,6,4,1280,540,1 meal,"Beer-battered cod, chips, mushy peas, tartare sauce","Wheat, Fish, Egg, Milk",true,true,
Classic Beef Burger,Harvester,,Fast Food,Pub Food,786,42,54,46,18,4,10,1180,420,1 meal,"Beef burger, brioche bun, bacon, cheese, lettuce, tomato, onion, chips","Wheat, Milk, Egg",true,true,
Meatball Spaghetti,Frankie & Benny's,,Fast Food,Italian,924,38,98,42,16,6,14,1520,520,1 portion,"Spaghetti, beef meatballs, marinara sauce, parmesan, fresh basil","Wheat, Milk, Egg",true,true,
Pepperoni Pizza,Frankie & Benny's,,Fast Food,Pizza,1086,46,112,48,22,5,10,2180,480,1 pizza,"Pizza dough, tomato sauce, mozzarella, pepperoni","Wheat, Milk",true,true,
BBQ Chicken Pizza,Frankie & Benny's,,Fast Food,Pizza,1024,52,108,42,18,5,18,1980,490,1 pizza,"Pizza dough, BBQ sauce, mozzarella, grilled chicken, red onion","Wheat, Milk",true,true,
Chicken Alfredo,Frankie & Benny's,,Fast Food,Italian,1148,52,88,64,32,4,8,1680,480,1 portion,"Penne pasta, grilled chicken, creamy Alfredo sauce, parmesan, parsley","Wheat, Milk, Egg",true,true,
Classic Burger,Frankie & Benny's,,Fast Food,Burgers,856,46,58,48,20,4,12,1380,450,1 meal,"Beef burger, brioche bun, American cheese, bacon, lettuce, tomato, pickles, fries","Wheat, Milk, Egg",true,true,
Spaghetti Bolognese,Bella Italia,,Fast Food,Italian,724,32,86,28,10,5,10,980,450,1 portion,"Spaghetti, beef ragu, tomatoes, onion, garlic, Italian herbs, parmesan","Wheat, Milk",true,true,
Margherita Pizza,Bella Italia,,Fast Food,Pizza,812,32,98,32,14,4,8,1480,420,1 pizza,"Pizza dough, San Marzano tomatoes, fior di latte mozzarella, fresh basil, olive oil","Wheat, Milk",true,true,
Carbonara,Bella Italia,,Fast Food,Italian,986,38,78,58,26,3,4,1380,420,1 portion,"Spaghetti, pancetta, egg yolks, pecorino, parmesan, black pepper","Wheat, Egg, Milk",true,true,
Lasagne,Bella Italia,,Fast Food,Italian,842,38,64,48,22,4,10,1420,480,1 portion,"Pasta sheets, beef ragu, bechamel sauce, mozzarella, parmesan","Wheat, Milk, Egg",true,true,
Diavola Pizza,Bella Italia,,Fast Food,Pizza,924,38,96,42,18,4,9,1820,450,1 pizza,"Pizza dough, tomato sauce, mozzarella, spicy salami, chilli, olives","Wheat, Milk",true,true,
Rustica Pepperoni,Zizzi,,Fast Food,Pizza,986,42,102,44,20,5,8,2080,460,1 pizza,"Rustica dough, tomato, mozzarella, pepperoni, roasted peppers, oregano","Wheat, Milk",true,true,
King Prawn Linguine,Zizzi,,Fast Food,Italian,724,32,78,32,8,4,8,1180,420,1 portion,"Linguine, king prawns, garlic, chilli, white wine, cherry tomatoes, rocket","Wheat, Shellfish, Sulphites",true,true,
Chicken Milanese,Zizzi,,Fast Food,Italian,842,48,68,42,12,5,8,1280,460,1 portion,"Breaded chicken breast, spaghetti, tomato sauce, rocket, parmesan","Wheat, Milk, Egg",true,true,
Margherita Classica,Zizzi,,Fast Food,Pizza,786,30,96,30,12,4,7,1420,400,1 pizza,"Classic dough, tomato, fior di latte, fresh basil","Wheat, Milk",true,true,
Dough Balls with Garlic Butter,Zizzi,,Fast Food,Sides,486,12,58,24,14,2,3,680,180,1 portion,"Pizza dough, garlic butter, parsley","Wheat, Milk",true,true,
Margherita,Pizza Express,,Fast Food,Pizza,724,28,88,28,12,4,6,1280,380,1 pizza,"Classic dough, passata, mozzarella, fresh basil, olive oil","Wheat, Milk",true,true,
American Hot,Pizza Express,,Fast Food,Pizza,912,42,92,40,18,4,8,1920,440,1 pizza,"Classic dough, passata, mozzarella, pepperoni, jalapenos, green peppers","Wheat, Milk",true,true,
Sloppy Giuseppe,Pizza Express,,Fast Food,Pizza,886,38,90,38,16,4,10,1780,430,1 pizza,"Classic dough, passata, mozzarella, spicy beef, pepperoni, green peppers, red onion, chilli","Wheat, Milk",true,true,
Dough Balls with Garlic Butter,Pizza Express,,Fast Food,Sides,396,10,48,18,10,2,2,580,145,8 balls,"Pizza dough, garlic butter","Wheat, Milk",true,true,
Padana,Pizza Express,,Fast Food,Pizza,798,32,84,36,14,4,7,1480,410,1 pizza,"Classic dough, passata, mozzarella, goat's cheese, spinach, caramelised onion, pine nuts","Wheat, Milk, Tree Nuts",true,true,
Caesar Salad,Pizza Express,,Fast Food,Salads,424,18,22,30,8,3,4,920,280,1 salad,"Romaine lettuce, parmesan, croutons, anchovies, Caesar dressing","Wheat, Fish, Milk, Egg",true,true,
McFlurry Oreo,McDonald's,,Fast Food,Desserts,339,8,52,11,7,1,42,180,180,1 regular,"Soft serve ice cream, Oreo cookie pieces","Milk, Wheat, Soya",true,true,
McFlurry Maltesers,McDonald's,,Fast Food,Desserts,338,8,51,12,8,1,44,170,175,1 regular,"Soft serve ice cream, Maltesers pieces","Milk, Wheat, Barley",true,true,
Bacon McDouble,McDonald's,,Fast Food,Burgers,458,28,32,24,11,2,7,1040,175,1 burger,"Beef patties (2), bacon, American cheese, onions, pickles, ketchup, mustard, bun","Wheat, Milk",true,true,
Spicy Veggie Wrap,McDonald's,,Fast Food,Wraps,456,12,52,22,4,5,8,780,230,1 wrap,"Tortilla, veggie dippers, spicy relish, lettuce, red onion, tomato","Wheat, Soya",true,true,
Chocolate Muffin,McDonald's,,Fast Food,Bakery,478,7,58,24,6,3,32,380,128,1 muffin,"Flour, sugar, eggs, vegetable oil, cocoa, chocolate chips","Wheat, Egg, Milk, Soya",true,true,
Kentucky Burger,KFC,,Fast Food,Burgers,578,32,46,30,8,3,8,1320,245,1 burger,"Chicken fillet, brioche bun, lettuce, mayo, pickles, Kentucky sauce","Wheat, Egg",true,true,
Corn on the Cob,KFC,,Fast Food,Sides,150,4,28,4,1,4,6,20,145,1 cob,"Sweetcorn, butter",Milk,true,true,
BBQ Beans,KFC,,Fast Food,Sides,112,5,18,1,0,5,8,480,145,1 regular,"Baked beans, BBQ sauce, spices",,true,true,
Bacon Breakfast Roll,Greggs,,Fast Food,Breakfast,312,14,28,16,6,1,2,920,120,1 roll,"Soft white roll, smoked bacon rashers",Wheat,true,true,
Chicken Katsu Curry,Wasabi,,Fast Food,Asian,624,28,78,22,4,4,14,1080,420,1 bowl,"Panko chicken breast, steamed rice, Japanese curry sauce, pickled ginger","Wheat, Soya",true,true,
Salmon Teriyaki Don,Wasabi,,Fast Food,Asian,512,26,68,14,2,3,16,1240,380,1 bowl,"Grilled salmon, steamed rice, teriyaki glaze, sesame seeds, spring onion","Fish, Soya, Sesame, Wheat",true,true,
Bento Box - Chicken,Wasabi,,Fast Food,Asian,586,32,72,18,4,4,12,1180,450,1 box,"Teriyaki chicken, rice, gyoza, edamame, pickles, miso soup","Wheat, Soya, Sesame",true,true,
Salmon & Avocado Sushi Box,Wasabi,,Fast Food,Sushi,386,18,52,12,2,4,6,780,245,10 pieces,"Sushi rice, Scottish salmon, avocado, nori, wasabi, pickled ginger, soy sauce","Fish, Soya, Sesame",true,true,
Chicken Gyoza,Wasabi,,Fast Food,Asian,232,12,26,9,2,2,3,540,130,5 pieces,"Wheat wrappers, minced chicken, cabbage, ginger, gyoza sauce","Wheat, Soya",true,true,
Miso Soup,Wasabi,,Fast Food,Soups,52,4,4,2,0,1,2,680,240,1 bowl,"Dashi stock, miso paste, tofu, wakame, spring onions","Soya, Fish",true,true,
Chicken Fajitas,Las Iguanas,,Fast Food,Mexican,824,46,68,38,12,8,12,1420,520,1 portion,"Grilled chicken, tortillas, peppers, onions, salsa, guacamole, sour cream, cheese","Wheat, Milk",true,true,
Beef Burrito,Las Iguanas,,Fast Food,Mexican,912,42,86,42,16,10,8,1680,480,1 burrito,"Flour tortilla, braised beef, rice, black beans, cheese, salsa, sour cream, guacamole","Wheat, Milk",true,true,
